,"The date range of the seasonal run. Winter and Late-fall will have a range by month and year. Spring and Fall will be a full, singular year.",The simplified year of the seasonal run. The ending year of the Winter and Late-fall runs is the simplified year.,"Fall, Winter, Spring and Late-Fall runs.
The Feather River Survey does not provide separate estimates for fall and spring escapement.  Spring-run estimates are included with fall-run estimates.
","The river system can either be 1) Sacramento River, 2) San Joaquin River, or 3) Central Valley. The Central Valley River System is a combination of both the Sacramento and San Joaquin River Systems.","This field only applies to Fall-run counts in the Sacramento River System. There are three reaches: 1) Keswick Dam to Red Bluff Diversion Dam (RBDD), 2) RBDD to Princeton Ferry, and 3) Princeton Ferry to Sacramento. ","Angler Harvest, Carcass, Hatchery, In-River Count, Snorkel, or Transfer.  When available, the carcass survey estimate is used instead of the snorkel survey estimate.  Hatchery estimates account for fish returning to a hatchery. Transfer estimates account for fish that are captured and transferred to a specified hatchery. In-River Count estimates fish escapements within the specified river, although the data collection type is not provided. ","The location of where the estimate or count was taken. In the Sacramento River Main Stem, the escapement estimate may include numbers of fish for tributaries where estimates were not made.",The location of the associated hatchery where either the estimate was taken or fish were transferred. ,The origin of fish that were transferred to a hatchery.,"When available, the specific location along the river is provided. ",The estimated quantity of Chinook escapement. 
Chinook,1968,1968,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Bear Creek,,,,310
Chinook,1969,1969,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Bear Creek,,,,560
Chinook,1957,1957,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Ash Creek,,,,10
Chinook,1960,1960,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Ash Creek,,,,10
Chinook,1969,1969,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Ash Creek,,,,320
Chinook,1957,1957,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Stillwater Creek,,,,140
Chinook,1969,1969,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Stillwater Creek,,,,150
Chinook,1969,1969,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Inks Creek,,,,230
Chinook,1970,1970,Fall,Sacramento River,Keswick Dam to RBDD,In-River Count,Other,,,,"5,308"
Chinook,1952,1952,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"56,284"
Chinook,1953,1953,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"86,591"
Chinook,1954,1954,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"58,449"
Chinook,1955,1955,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"48,707"
Chinook,1956,1956,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"5,800"
Chinook,1957,1957,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"12,200"
Chinook,1958,1958,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"20,600"
Chinook,1959,1959,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"9,900"
Chinook,1960,1960,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"14,000"
Chinook,1961,1961,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"9,400"
Chinook,1962,1962,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"8,500"
Chinook,1963,1963,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"6,800"
Chinook,1964,1964,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"5,500"
Chinook,1965,1965,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"1,500"
Chinook,1966,1966,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"3,100"
Chinook,1967,1967,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"9,200"
Chinook,1968,1968,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"11,800"
Chinook,1969,1969,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"17,600"
Chinook,1970,1970,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"5,860"
Chinook,1971,1971,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"22,920"
Chinook,1972,1972,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"15,350"
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"16,599"
Chinook,1974,1974,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Sacramento River Main Stem,,,,"27,127"
Chinook,1971,1971,Fall,Sacramento River,RBDD to Princeton Ferry,Transfer,Sacramento River Main Stem,Tehama Colusa Fish Facility,RBDD,,"4,741"
Chinook,1972,1972,Fall,Sacramento River,RBDD to Princeton Ferry,Transfer,Sacramento River Main Stem,Tehama Colusa Fish Facility,RBDD,,"1,671"
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,Transfer,Sacramento River Main Stem,Tehama Colusa Fish Facility,RBDD,,"2,491"
Chinook,1974,1974,Fall,Sacramento River,RBDD to Princeton Ferry,Transfer,Sacramento River Main Stem,Tehama Colusa Fish Facility,RBDD,,"2,234"
Chinook,1971,1971,Fall,Sacramento River,RBDD to Princeton Ferry,Hatchery,Sacramento River Main Stem,Tehama Colusa Fish Facility,,,295
Chinook,1972,1972,Fall,Sacramento River,RBDD to Princeton Ferry,Hatchery,Sacramento River Main Stem,Tehama Colusa Fish Facility,,,110
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,Hatchery,Sacramento River Main Stem,Tehama Colusa Fish Facility,,,886
Chinook,1974,1974,Fall,Sacramento River,RBDD to Princeton Ferry,Hatchery,Sacramento River Main Stem,Tehama Colusa Fish Facility,,,843
Chinook,1972,1972,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Salt Creek,,,,30
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Salt Creek,,,,43
Chinook,1953,1953,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,"4,000"
Chinook,1954,1954,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,"1,000"
Chinook,1955,1955,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,900
Chinook,1956,1956,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,327
Chinook,1957,1957,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,838
Chinook,1958,1958,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,400
Chinook,1960,1960,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,250
Chinook,1962,1962,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,800
Chinook,1963,1963,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,300
Chinook,1964,1964,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,50
Chinook,1965,1965,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,60
Chinook,1966,1966,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,200
Chinook,1967,1967,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,60
Chinook,1968,1968,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,80
Chinook,1969,1969,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,180
Chinook,1970,1970,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,400
Chinook,1971,1971,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,205
Chinook,1972,1972,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,275
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,200
Chinook,1974,1974,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Antelope Creek,,,,440
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Craig Creek,,,,90
Chinook,1974,1974,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Craig Creek,,,,140
Chinook,1957,1957,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Dye Creek,,,,25
Chinook,1969,1969,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Dye Creek,,,,20
Chinook,1971,1971,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Dye Creek,,,,100
Chinook,1972,1972,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Dye Creek,,,,50
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Dye Creek,,,,153
Chinook,1952,1952,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"16,000"
Chinook,1953,1953,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"10,000"
Chinook,1954,1954,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"7,000"
Chinook,1955,1955,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"3,000"
Chinook,1956,1956,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,896
Chinook,1957,1957,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"5,316"
Chinook,1958,1958,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"4,340"
Chinook,1959,1959,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,837
Chinook,1960,1960,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,940
Chinook,1961,1961,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"1,689"
Chinook,1962,1962,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"4,384"
Chinook,1963,1963,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"1,286"
Chinook,1964,1964,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,450
Chinook,1965,1965,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,150
Chinook,1966,1966,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,500
Chinook,1967,1967,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,500
Chinook,1968,1968,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,750
Chinook,1969,1969,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,"1,700"
Chinook,1970,1970,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,690
Chinook,1971,1971,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,980
Chinook,1972,1972,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,631
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,420
Chinook,1974,1974,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Mill Creek,,,,944
Chinook,1956,1956,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Toomes Creek,,,,5
Chinook,1969,1969,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Toomes Creek,,,,40
Chinook,1972,1972,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Toomes Creek,,,,25
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Toomes Creek,,,,40
Chinook,1957,1957,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Thomes Creek,,,,25
Chinook,1974,1974,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Thomes Creek,,,,60
Chinook,1952,1952,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,"12,000"
Chinook,1953,1953,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,"4,000"
Chinook,1954,1954,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,"3,000"
Chinook,1956,1956,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,120
Chinook,1957,1957,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,"2,195"
Chinook,1958,1958,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,"1,300"
Chinook,1959,1959,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,10
Chinook,1960,1960,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,800
Chinook,1962,1962,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,"2,000"
Chinook,1963,1963,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,"1,249"
Chinook,1964,1964,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,100
Chinook,1965,1965,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,200
Chinook,1966,1966,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,100
Chinook,1967,1967,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,60
Chinook,1968,1968,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,270
Chinook,1969,1969,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,750
Chinook,1970,1970,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,500
Chinook,1971,1971,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,248
Chinook,1972,1972,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,304
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,676
Chinook,1974,1974,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Deer Creek,,,,640
Chinook,1974,1974,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Coyote Creek,,,,100
Chinook,1972,1972,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Singer Creek,,,,15
Chinook,1973,1973,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Singer Creek,,,,90
Chinook,1957,1957,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Big Chico Creek,,,,50
Chinook,1952,1952,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Other ,,,,"3,000"
Chinook,1953,1953,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Other ,,,,700
Chinook,1954,1954,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Other ,,,,"2,000"
Chinook,1955,1955,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Other ,,,,600
Chinook,1956,1956,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Other ,,,,"1,500"
Chinook,1957,1957,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Other ,,,,800
Chinook,1958,1958,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Other ,,,,"2,200"
Chinook,1959,1959,Fall,Sacramento River,RBDD to Princeton Ferry,In-River Count,Other ,,,,"1,500"
Chinook,1965,1965,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,0
Chinook,1966,1966,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,0
Chinook,1971,1971,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,615
Chinook,1972,1972,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,450
Chinook,1974,1974,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Butte Creek,,,,200
Chinook,1964,1964,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"5,952"
Chinook,1965,1965,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"3,635"
Chinook,1966,1966,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"1,850"
Chinook,1967,1967,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"1,856"
Chinook,1968,1968,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"5,944"
Chinook,1969,1969,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"4,378"
Chinook,1970,1970,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"3,355"
Chinook,1971,1971,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"3,541"
Chinook,1972,1972,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"3,635"
Chinook,1973,1973,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"8,477"
Chinook,1974,1974,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,Feather River,Feather River Hatchery,,,"5,248"
Chinook,1953,1953,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"28,000"
Chinook,1954,1954,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"68,000"
Chinook,1955,1955,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"86,000"
Chinook,1956,1956,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"18,200"
Chinook,1957,1957,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"10,750"
Chinook,1958,1958,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"34,650"
Chinook,1959,1959,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"80,150"
Chinook,1960,1960,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"83,300"
Chinook,1961,1961,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"43,700"
Chinook,1962,1962,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"19,050"
Chinook,1963,1963,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"33,900"
Chinook,1964,1964,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"32,400"
Chinook,1965,1965,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"19,600"
Chinook,1966,1966,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"19,000"
Chinook,1967,1967,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"10,100"
Chinook,1968,1968,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"12,200"
Chinook,1969,1969,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"56,200"
Chinook,1970,1970,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"58,170"
Chinook,1971,1971,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"43,500"
Chinook,1972,1972,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"43,200"
Chinook,1973,1973,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"65,100"
Chinook,1974,1974,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Feather River,,,,"60,518"
Chinook,1953,1953,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"6,000"
Chinook,1954,1954,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"5,000"
Chinook,1955,1955,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"2,000"
Chinook,1956,1956,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"5,000"
Chinook,1957,1957,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"1,205"
Chinook,1958,1958,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"7,900"
Chinook,1959,1959,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"10,000"
Chinook,1960,1960,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"20,400"
Chinook,1961,1961,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"9,200"
Chinook,1962,1962,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"34,300"
Chinook,1963,1963,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"37,000"
Chinook,1964,1964,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"34,900"
Chinook,1965,1965,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"10,200"
Chinook,1966,1966,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"7,800"
Chinook,1967,1967,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"23,500"
Chinook,1968,1968,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"7,000"
Chinook,1969,1969,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"5,230"
Chinook,1970,1970,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"13,830"
Chinook,1971,1971,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"5,650"
Chinook,1972,1972,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"9,258"
Chinook,1973,1973,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"24,119"
Chinook,1974,1974,Fall,Sacramento River,Princeton Ferry to Sacramento,In-River Count,Yuba River,,,,"17,809"
Chinook,1955,1955,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"8,000"
Chinook,1956,1956,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"1,537"
Chinook,1957,1957,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,875
Chinook,1958,1958,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"9,571"
Chinook,1959,1959,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"13,243"
Chinook,1960,1960,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"29,166"
Chinook,1961,1961,Fall,Sacramento River,Princeton Ferry to Sacramento,Hatchery,American River,Nimbus Hatchery,,,"14,309"
